jd_id,jd_title,jd_seniority,jd_required_skills,jd_preferred_skills,jd_experience_requirement,jd_education_requirement,jd_responsibilities,candidate_blind_id,candidate_skills,candidate_education,candidate_experience,candidate_employment_history,candidate_projects,employment_relevance,employment_evidence_note,project_relevance,project_evidence_note
jdp-006,Android Engineer,3,kotlin; android; gradle; git,(none),24 months minimum,level 3 (required),Build Android features in Kotlin. | Maintain the Gradle build. | Fix defects and improve app stability.,pb-e7af1c40,kotlin; android; gradle; git,BSc (Software Engineering),"0 months total, no professional seniority established",(no employment history),"Title: Android Basics To-Do App | Technologies: kotlin, android | Role: (role not stated) | Description: Followed the official Android tutorial to build a basic to-do list app in Kotlin. | Outcome: (no stated outcome)",0,"No employment history recorded, so there is no professional evidence to assess against the role.",1,"Official Android tutorial followed in Kotlin; right stack, but no independent contribution, debugging or outcome."
jdp-003,ML Engineer,3,python; pytorch; fastapi; docker,(none),24 months minimum,level 3 (required),Train and evaluate PyTorch models. | Serve models behind FastAPI endpoints. | Package services with Docker for deployment.,pb-f908ceaa,python; pytorch; fastapi; docker,BSc (Statistics),"0 months total, no professional seniority established",(no employment history),"Title: Recommendation Engine | Technologies: python, scikit-learn | Role: solo | Description: Designed and built a collaborative-filtering recommender in scikit-learn, including the similarity computation and evaluation. Debugged a cold-start problem for new users and added a fallback popularity-based recommendation path. | Outcome: Improved offline precision@10 from 0.11 to 0.19 after the fallback.",0,"No employment history recorded, so there is no professional evidence to assess against the role.",2,"Well-evidenced ML work - collaborative filtering built end to end including similarity computation and evaluation, cold-start problem diagnosed and mitigated with a popularity fallback, offline precision@10 improved from 0.11 to 0.19 - but in scikit-learn. PyTorch, FastAPI and Docker are all untested."
jdp-003,ML Engineer,3,python; pytorch; fastapi; docker,(none),24 months minimum,level 3 (required),Train and evaluate PyTorch models. | Serve models behind FastAPI endpoints. | Package services with Docker for deployment.,pb-61053329,python; pytorch; fastapi; docker,BSc (Computer Science),"0 months total, no professional seniority established",(no employment history),"Title: Sentiment Classifier | Technologies: python, pytorch | Role: solo | Description: Trained a PyTorch text classifier on a public review dataset and evaluated it against a held-out test set. | Outcome: (no stated outcome) || Title: Model Serving Prototype | Technologies: fastapi, python | Role: solo | Description: Wrapped a trained model behind a FastAPI endpoint with input validation and basic error handling. | Outcome: (no stated outcome)",0,"No employment history recorded, so there is no professional evidence to assess against the role.",2,"Two self-built projects covering PyTorch training with held-out evaluation and FastAPI serving with input validation and error handling - three of four required skills. Both descriptions are shallow, with no debugging narrative or stated outcome, and Docker is absent."
jdp-005,Frontend Engineer,3,typescript; react; css; next.js,(none),24 months minimum,level 3 (required),Build UI components in React and TypeScript. | Write CSS to a shared design standard. | Support the Next.js application build.,pb-4a223859,typescript; react; css; next.js,BSc (Physics),"0 months total, no professional seniority established",(no employment history),"Title: Budget Tracker App | Technologies: typescript, react, css, next.js | Role: solo | Description: Designed and built a personal finance tracker in React and TypeScript, including the component architecture and state management. Debugged a re-render performance issue on the transactions list and fixed it with memoisation. Wrote the CSS design system used across the app and deployed it via Next.js. | Outcome: Cut the transactions-page render time from 900ms to 120ms after the fix.",0,"No employment history recorded, so there is no professional evidence to assess against the role.",3,"All four required skills in one project: React and TypeScript component architecture and state management, a self-written CSS design system, and Next.js deployment - matching all three responsibilities. Ownership shown by diagnosing a re-render bottleneck on the transactions list and fixing it with memoisation, with a measured 900ms to 120ms improvement."
jdp-001,"Backend Engineer, Payments",3,python; fastapi; postgresql; docker,(none),24 months minimum,level 3 (required),Build and maintain payment processing APIs. | Work with PostgreSQL to model transaction data. | Support deployment of backend services via Docker.,pb-2a5a14fd,python; fastapi; postgresql; docker,BSc (Mathematics),"0 months total, no professional seniority established",(no employment history),"Title: Docker Payments Microservice | Technologies: docker, postgresql | Role: (role not stated) | Description: A project for a university module. | Outcome: (no stated outcome)",0,"No employment history recorded, so there is no professional evidence to assess against the role.",1,"Title and technologies are on-target (Docker, PostgreSQL, payments) but the entry is a one-line university-module reference with no role, no description of what was built and no outcome."
jdp-002,Data Engineer,3,python; sql; airflow; spark,(none),24 months minimum,level 3 (required),Build data pipelines using Airflow and Spark. | Write SQL transformations for reporting. | Monitor pipeline reliability and data quality.,pb-a10b9b7b,python; sql; airflow; spark,BSc (Software Engineering),"0 months total, no professional seniority established",(no employment history),"Title: Airflow Getting Started | Technologies: python, airflow | Role: (role not stated) | Description: Followed the official Airflow tutorial to set up a simple DAG with two tasks. | Outcome: (no stated outcome)",0,"No employment history recorded, so there is no professional evidence to assess against the role.",1,"Official Airflow tutorial producing a two-task DAG; correct tool, but no independent contribution, debugging or outcome."
jdp-005,Frontend Engineer,3,typescript; react; css; next.js,(none),24 months minimum,level 3 (required),Build UI components in React and TypeScript. | Write CSS to a shared design standard. | Support the Next.js application build.,pb-874a5278,typescript; react; css; next.js,BSc (Software Engineering),"0 months total, no professional seniority established",(no employment history),"Title: Next.js Portfolio Site | Technologies: next.js, css | Role: (role not stated) | Description: Personal website. | Outcome: (no stated outcome)",0,"No employment history recorded, so there is no professional evidence to assess against the role.",1,"Relevant stack (Next.js, CSS) but described only as a personal website, with no role, no indication of complexity and no outcome."
jdp-004,Cloud Infrastructure Engineer,3,aws; terraform; kubernetes; docker,(none),24 months minimum,level 3 (required),Provision AWS infrastructure using Terraform. | Operate Kubernetes workloads. | Support Docker-based deployments.,pb-cd03a930,aws; terraform; kubernetes; docker,BSc (Physics),"7 months total, seniority level 1","[Infrastructure Intern, 8 months] Wrote a Terraform module for provisioning a standard S3 bucket configuration, adopted by the team. / Debugged a Kubernetes pod crash loop caused by a missing resource limit. / Containerised an internal tool with Docker as part of an onboarding project.",(no projects listed),2,"Wrote a Terraform module for standard S3 provisioning that the team adopted, debugged a Kubernetes pod crash loop caused by a missing resource limit, and containerised an internal tool with Docker. Three of four required skills exercised on real work, but at 8 months and onboarding-project scope.",0,"No projects listed, so there is no project evidence to assess."
jdp-003,ML Engineer,3,python; pytorch; fastapi; docker,(none),24 months minimum,level 3 (required),Train and evaluate PyTorch models. | Serve models behind FastAPI endpoints. | Package services with Docker for deployment.,pb-116b4f53,python; pytorch; fastapi; docker,BSc (Computer Science),"7 months total, seniority level 1","[ML Engineering Intern, 8 months] Implemented a data-augmentation step for the training pipeline that improved validation accuracy by 4 points. / Debugged a class-imbalance issue causing the model to under-predict a rare category. / Wrote the FastAPI endpoint used to serve the intern project's model for a demo.",(no projects listed),2,"Hands-on: implemented a data-augmentation step that lifted validation accuracy by 4 points, debugged a class-imbalance issue causing under-prediction of a rare category, and wrote the FastAPI endpoint that served the model for a demo. Hits training/evaluation and FastAPI serving, but 8 months and no Docker.",0,"No projects listed, so there is no project evidence to assess."
jdp-001,"Backend Engineer, Payments",3,python; fastapi; postgresql; docker,(none),24 months minimum,level 3 (required),Build and maintain payment processing APIs. | Work with PostgreSQL to model transaction data. | Support deployment of backend services via Docker.,pb-bd38aad2,python; fastapi; postgresql; docker,BSc (Software Engineering),"0 months total, no professional seniority established",(no employment history),"Title: Payments API Tutorial Project | Technologies: python, fastapi, postgresql | Role: (role not stated) | Description: Followed an online course to build a basic FastAPI app with a PostgreSQL database. | Outcome: (no stated outcome)",0,"No employment history recorded, so there is no professional evidence to assess against the role.",1,"Right stack (Python, FastAPI, PostgreSQL) and right domain by title, but explicitly a followed online course with no role stated, no independent design, no debugging and no outcome."
jdp-001,"Backend Engineer, Payments",3,python; fastapi; postgresql; docker,(none),24 months minimum,level 3 (required),Build and maintain payment processing APIs. | Work with PostgreSQL to model transaction data. | Support deployment of backend services via Docker.,pb-cd1a7447,python; fastapi; postgresql; docker,BSc (Physics),"40 months total, seniority level 4","[Backend Engineer, 40 months] Owned the transaction-processing API and its PostgreSQL schema. / Reduced payment API p99 latency from 900ms to 220ms by fixing an N+1 query pattern. / Led the incident response for a production outage caused by a connection-pool exhaustion, and shipped the fix. / Containerised the service with Docker as part of the team's deployment migration.",(no projects listed),3,"40 months in the same role, owning the transaction-processing API and its PostgreSQL schema - the JD's two core duties. Ownership is evidenced by fixing an N+1 query pattern (p99 900ms to 220ms), leading incident response for connection-pool exhaustion, and containerising the service with Docker. Meets the 24-month bar.",0,"No projects listed, so there is no project evidence to assess."
jdp-006,Android Engineer,3,kotlin; android; gradle; git,(none),24 months minimum,level 3 (required),Build Android features in Kotlin. | Maintain the Gradle build. | Fix defects and improve app stability.,pb-08df8a00,kotlin; android; gradle; git,BSc (Statistics),"11 months total, seniority level 2","[App Store Assistant, 11 months] Updated app store listing screenshots and copy. / Coordinated beta-tester recruitment. / Forwarded crash reports to the Android team.","Title: Build Health Dashboard | Technologies: kotlin, android, gradle | Role: solo | Description: Built an Android app in Kotlin that parses Gradle build logs and displays failure trends, with a custom notification system for regressions. Designed the parsing logic myself and debugged a false-alarm issue caused by flaky test retries being counted as failures. | Outcome: Correctly surfaced 4 of 5 seeded build regressions in a grading scenario.",1,"Release-adjacent rather than engineering: store listing screenshots and copy, beta-tester recruitment, and forwarding crash reports to the Android team. Crash reports are passed on, not diagnosed; no Kotlin or Gradle work.",3,"Kotlin Android app that parses Gradle build logs and surfaces failure trends, with self-designed parsing logic, a debugged false-alarm class caused by flaky test retries counting as failures, and a measured 4-of-5 regression detection. Sits directly on the JD's Gradle-maintenance and stability responsibilities."
jdp-005,Frontend Engineer,3,typescript; react; css; next.js,(none),24 months minimum,level 3 (required),Build UI components in React and TypeScript. | Write CSS to a shared design standard. | Support the Next.js application build.,pb-34165248,typescript; react; css; next.js,BSc (Physics),"7 months total, seniority level 1","[Intern, 8 months] Attended design review meetings. / Updated the component library's changelog. / Tested pages manually against a QA checklist.",(no projects listed),1,"Observational and QA-oriented: design-review attendance, component-library changelog upkeep, and manual testing against a checklist. No UI implementation evidence.",0,"No projects listed, so there is no project evidence to assess."
jdp-003,ML Engineer,3,python; pytorch; fastapi; docker,(none),24 months minimum,level 3 (required),Train and evaluate PyTorch models. | Serve models behind FastAPI endpoints. | Package services with Docker for deployment.,pb-7dc7c774,python; pytorch; fastapi; docker,BSc (Software Engineering),"7 months total, seniority level 1","[Intern, 8 months] Attended model review meetings as an observer. / Organised the team's experiment-tracking spreadsheet. / Ran pre-written evaluation scripts and reported the numbers.",(no projects listed),1,"Observational: attended model reviews as an observer, organised an experiment-tracking spreadsheet, and ran pre-written evaluation scripts. Domain proximity with no model building, serving or containerisation of their own.",0,"No projects listed, so there is no project evidence to assess."
jdp-004,Cloud Infrastructure Engineer,3,aws; terraform; kubernetes; docker,(none),24 months minimum,level 3 (required),Provision AWS infrastructure using Terraform. | Operate Kubernetes workloads. | Support Docker-based deployments.,pb-05fa20d2,aws; terraform; kubernetes; docker,BSc (Software Engineering),"12 months total, seniority level 2","[IT Support Assistant, 12 months] Reset AWS console passwords for staff. / Maintained the asset inventory spreadsheet. / Escalated infrastructure tickets to the platform team.","Title: Cost Anomaly Detector | Technologies: aws, terraform, kubernetes | Role: solo | Description: Built a tool using Terraform-provisioned AWS resources that scans billing data and flags cost anomalies. Designed the anomaly-detection logic myself and debugged a false-alarm issue caused by a monthly billing-cycle boundary. Ran the detector inside a Kubernetes CronJob. | Outcome: Caught a seeded $200/day cost spike within one run in a grading scenario.",1,"Touches AWS only through resetting staff console passwords; the remaining duties (asset inventory spreadsheet, escalating tickets to the platform team) are IT support. No provisioning, Terraform, Kubernetes or Docker work.",3,"Terraform-provisioned AWS resources scanning billing data, with detection logic the candidate designed, a diagnosed billing-cycle-boundary false alarm, and execution inside a Kubernetes CronJob - three of four required skills with real operational judgement and a measured result. Docker is only implied."
jdp-001,"Backend Engineer, Payments",3,python; fastapi; postgresql; docker,(none),24 months minimum,level 3 (required),Build and maintain payment processing APIs. | Work with PostgreSQL to model transaction data. | Support deployment of backend services via Docker.,pb-21380e31,python; fastapi; postgresql; docker,BSc (Physics),"0 months total, no professional seniority established",(no employment history),"Title: Order Processing Service | Technologies: go, mysql, docker | Role: solo | Description: Designed and built an order-processing API in Go backed by MySQL, including the schema and the transaction-matching logic. Debugged a race condition in concurrent order updates and fixed it with row-level locking. Deployed it in a container. | Outcome: Handled 500 concurrent orders correctly in load testing.",0,"No employment history recorded, so there is no professional evidence to assess against the role.",2,"Strong, well-evidenced backend engineering on a very close problem - order/transaction matching, a race condition in concurrent updates fixed with row-level locking, 500 concurrent orders handled in load testing - but built in Go and MySQL. Only Docker overlaps the required stack, so it demonstrates transferable judgement rather than Python/FastAPI/PostgreSQL ability."
